CHR	POSITION	XPEHH_high_low	LOGPVALUE
4	977963	-0.092282543142219	0.03316697126528
4	978116	-0.0455011252086947	0.0160545907657039
4	978613	-0.0553627180552867	0.0196104840755496
4	994328	-0.271422183661257	0.104540799004702
4	996003	-0.271782478046699	0.104693900958477
4	1002989	-0.376571467397135	0.150892693074
4	1003595	-0.395283563923401	0.159496426922664
4	1004085	-0.334492205446231	0.131938829374623
4	1089461	0.376858422053792	0.151023816302946
5	168062	0.58156439135947	0.251145428662905
5	170080	0.58156439135947	0.251145428662905
5	308830	0.98389382357818	0.487892573003992
5	452244	0.830746799332836	0.391349170232281
5	627816	0.824657944229154	0.387676300085119
5	655171	1.16179426105906	0.610268733280217
5	655669	1.16179426105906	0.610268733280217
5	659024	1.16179426105906	0.610268733280216
5	666859	1.2252831920854	0.656653375931887
5	671266	1.13547288527726	0.591459463627229
5	671272	1.13547288527726	0.591459463627229
5	673433	1.16671691582984	0.613813786957359
5	695336	1.09742312119998	0.564702873319979
5	737858	0.764267472165902	0.351925189301364
5	747783	1.01230793777721	0.506694165969542
5	772978	1.29179022081216	0.706792619146166
5	773357	1.30786980395556	0.719154322663335
5	780443	1.26126373198668	0.683581233690297
5	788196	1.30114604723816	0.713973841510805
5	813249	1.38726302967406	0.781565407634399
5	823050	1.38726302967406	0.781565407634399
5	823735	1.42701888023344	0.813681023915367
5	825172	1.4328545224162	0.818443895496079
5	825243	2.37177313060435	1.75195418677829
5	825723	1.97267173909023	1.31396309712866
5	826951	1.97267173909023	1.31396309712866
5	827712	1.97267173909023	1.31396309712866
5	828710	1.93379433978531	1.27459137101345
5	830697	1.9305515504637	1.27133352213385
5	838123	1.9305515504637	1.27133352213385
5	838144	1.9305515504637	1.27133352213385
5	838340	1.9305515504637	1.27133352213385
5	845569	1.95199820132522	1.29295454572191
5	846555	1.99362963167782	1.33542811288417
5	848024	1.83045891834678	1.17275130932523
5	852215	1.90085677621062	1.2416879465969
5	863560	1.86545655874683	1.20678647949599
5	895743	1.91215346513596	1.2529261809071
5	896768	1.8903887066822	1.23131756381056
5	902822	1.93269174403239	1.27348320303687
5	921624	1.42484658319421	0.811911251327481
5	923631	1.29409849304536	0.708561432621966
5	936793	0.991299083073403	0.492765586055369
5	948785	0.366951740847394	0.146511677480237
5	1009579	0.200493825412367	0.0751552654787115
6	80717	0.609645919068269	0.26592348762615
6	257738	0.694775562143224	0.312296316861302
6	258545	0.801488067892827	0.373814539038198
6	258546	0.801488067892827	0.373814539038198
6	260098	0.921889131836739	0.447835214035626
6	266547	0.921889131836739	0.447835214035626
6	274285	0.895404006261631	0.431128383223036
6	278218	0.915213231535208	0.44360136222173
6	529025	0.77673649449518	0.35920636993075
6	553964	0.840972362805181	0.397545612368899
6	619172	0.840972362805181	0.397545612368899
6	625691	0.618351675572619	0.270556941764377
6	717905	0.329330471446275	0.129651166604444
6	857791	0.721793706783117	0.327513004533838
6	883768	0.0402962477816244	0.0141888291655993
6	890729	0.0615353002594557	0.0218501258247338
6	892303	0.0839898901587522	0.0300883477505478
6	893412	0.083884968712629	0.0300495213021672
6	896036	0.0835590244313295	0.0299289247498017
6	897010	0.0916910432029587	0.032946730092858
6	910145	-0.486448971873417	0.202975734758947
6	926355	-0.70980194479307	0.320729347432273
6	931044	-1.28295762792993	0.700042033074081
6	931126	-1.28571053385411	0.702143006249937
6	932620	-0.92546981431407	0.450112391900825
6	938952	-0.915725303322685	0.443925575693031
6	944725	-1.03429870522871	0.521438493802705
6	945648	-0.854385236646316	0.405727285848441
6	946007	-0.851583079191692	0.404012956382209
6	952870	-0.926059806390601	0.450488027523269
6	953911	-0.924654365517692	0.44959340978736
6	962525	-0.770757442477331	0.355708448735556
6	964653	-0.788092894604532	0.365883242032326
6	969109	-0.440657675256211	0.18081098726401
6	973643	-0.526843950193168	0.223079574816918
6	974726	-0.458954375304099	0.189588066712223
6	998208	-0.486263117530858	0.202884436460498
6	1009390	0.0564312887330682	0.0199974324955679
6	1023215	0.528509586588495	0.223919694240267
6	1024745	0.700594344449407	0.315553035976853
6	1031627	0.951993160592037	0.467117706988592
6	1041532	0.932501263741783	0.454596960968866
6	1042552	0.932501263741783	0.454596960968866
6	1048630	0.9363837852688	0.457080477730486
6	1048868	0.934310815289387	0.455753823464132
6	1056029	0.934310815289388	0.455753823464132
6	1067230	0.880055228989834	0.421556333950878
6	1085318	0.920857423460538	0.447179904758944
6	1109275	0.920857423460538	0.447179904758944
6	1113482	0.841671809148051	0.397970755494483
6	1114115	0.814679778568026	0.381684469454384
6	1115209	0.815941912796371	0.382440514503898
6	1115722	0.81501368099141	0.381884431701552
6	1115787	0.81501368099141	0.381884431701552
6	1116871	0.814767766851375	0.381737158843004
6	1117130	0.81380484535194	0.381160681803803
6	1118145	0.819509651283623	0.384580576653934
6	1120209	0.83163025923247	0.391883126719896
6	1122668	0.827638944436118	0.389472906784933
6	1123475	0.827638944436119	0.389472906784933
6	1124140	0.829422700323748	0.390549389831922
6	1124238	0.827714521038887	0.389518494832034
6	1125122	0.82774331021846	0.389535861065297
6	1125355	0.827186108975556	0.389199795498606
6	1125475	0.827186108975556	0.389199795498606
6	1125925	0.827186108975556	0.389199795498606
6	1125942	0.827168006617164	0.389188879160599
6	1125945	0.826616147707368	0.388856142699043
6	1126161	0.82756791526552	0.389430063526063
6	1127136	0.82756791526552	0.389430063526063
6	1127352	0.826363460183086	0.388703822308684
6	1127373	0.825834143425403	0.388384819483074
6	1127518	0.825791829370001	0.388359322204895
6	1127997	0.825791829370001	0.388359322204894
6	1128006	0.825319082145811	0.388074499020223
6	1128063	0.825319082145811	0.388074499020223
6	1128078	0.825319082145811	0.388074499020223
6	1128144	0.825334592991218	0.388083842874256
6	1128210	0.825562226832426	0.388220980637826
6	1128808	0.843041232349605	0.398803610088472
6	1128864	0.838431680541478	0.396002710803929
6	1128885	0.838431680541478	0.396002710803929
6	1128917	0.838431680541478	0.396002710803929
6	1128930	0.838378108772486	0.395970201394758
6	1128982	0.838643776852236	0.396131428555467
6	1128983	0.838685852099352	0.39615696514231
6	1129201	0.838780432368248	0.396214370615615
6	1129411	0.838959473645545	0.396323047987444
6	1129453	0.838869315563852	0.396268321017004
6	1129471	0.838869315563852	0.396268321017004
6	1129518	0.839384878768846	0.396581310882477
6	1129565	0.839355696458472	0.396563592378886
6	1129581	0.83936896743892	0.396571650029791
6	1129661	0.839494817754726	0.396648064679332
6	1129663	0.839475889669643	0.396636571452811
6	1129801	0.839475889669643	0.396636571452811
6	1129849	0.839448546034707	0.396619968477552
6	1129886	0.839281103086734	0.396518303140496
6	1130104	0.839155636277311	0.396442130438398
6	1130124	0.838738975175043	0.396189207807871
6	1130125	0.838738975175043	0.396189207807871
6	1130369	0.838850182008476	0.396256707088158
6	1130400	0.838850182008476	0.396256707088158
6	1130432	0.838736784907538	0.396187878421974
6	1130736	0.840516928074994	0.397268875585821
6	1131643	0.840536376333069	0.397280691534205
6	1132329	0.839956035618794	0.396928156000081
6	1133281	0.839556055546344	0.396685249400767
6	1133357	0.839643527398257	0.396738366135861
6	1133818	0.840240341259075	0.397100846891544
6	1133976	0.840240341259075	0.397100846891544
6	1133994	0.838870263177363	0.396268896214735
6	1134060	0.838901773810335	0.396288023220361
6	1134109	0.846890657408566	0.401148159885619
6	1134194	0.753613044727353	0.345744879017791
6	1134354	0.756990054983527	0.347699669968965
6	1135026	0.757006461860548	0.347709176438967
6	1135691	0.756886183552637	0.347639486890486
6	1135721	0.756963064088234	0.347684031104687
6	1136050	0.756821408157759	0.347601957871118
6	1136252	0.757235109329037	0.347841668686893
6	1136633	0.757025950876041	0.347720468878114
6	1136672	0.757025950876041	0.347720468878114
6	1136700	0.7572640746717	0.347858454215631
6	1137713	0.756894060159112	0.347644050467682
6	1137820	0.756894060159112	0.347644050467682
6	1139276	0.7540476359127	0.345996229488154
6	1139902	0.753246303185728	0.345532819226732
6	1140237	0.754011018478543	0.345975048967246
6	1140898	0.75407319470101	0.34601101365279
6	1140917	0.75407319470101	0.34601101365279
6	1141165	0.758069367019542	0.348325236609604
6	1141839	0.758069367019542	0.348325236609604
6	1142134	0.758069367019542	0.348325236609604
6	1143557	0.756435405649792	0.347378348102479
6	1143607	0.756491350500308	0.347410753651951
6	1143769	0.756444407617505	0.347383562340335
6	1144525	0.756444407617505	0.347383562340335
6	1144701	0.758442521021001	0.348541606405139
6	1145833	0.746220815285298	0.341479168406707
6	1146096	0.745880428149777	0.341283186324023
6	1146405	0.745880428149777	0.341283186324023
6	1146870	0.745880428149777	0.341283186324023
6	1147144	0.749777836005455	0.343529480897345
6	1148231	0.730454880455006	0.332442284661642
6	1148396	0.730454880455006	0.332442284661642
6	1148870	0.730454880455005	0.332442284661641
6	1149101	0.729503738763694	0.331899747655735
6	1149551	0.730524983442588	0.332482283745203
6	1150475	0.730524983442587	0.332482283745203
6	1150955	0.730608365404128	0.332529861622588
6	1151346	0.730740844768543	0.332605459313685
6	1151462	0.730559070483101	0.33250173358409
6	1151535	0.73114587971955	0.332836623670791
6	1152255	0.730958018423335	0.332729399378652
6	1152300	0.730479144666826	0.332456129053932
6	1152774	0.730006302811818	0.332186375733397
6	1153087	0.729793497315005	0.332064995807854
6	1153341	0.730071004601482	0.33222328330543
6	1153478	0.730069895766676	0.332222650785683
6	1153681	0.729540867791891	0.331920920632527
6	1153687	0.734017744575861	0.334477240793412
6	1153867	0.737694578594642	0.336581724287053
6	1155698	0.737694578594642	0.336581724287053
6	1155863	0.736192823078499	0.335721630983881
6	1157154	0.738166563910819	0.336852197414039
6	1158521	0.738166563910819	0.336852197414039
6	1159922	0.737568959047	0.336509749997842
6	1160705	0.739409002520806	0.337564536950132
6	1161079	0.739409002520806	0.337564536950132
6	1161354	0.739409002520805	0.337564536950132
6	1161355	0.739409002520806	0.337564536950132
6	1161356	0.739409002520806	0.337564536950132
6	1161629	0.739409002520806	0.337564536950132
6	1161642	0.739409002520806	0.337564536950132
6	1161755	0.739409002520806	0.337564536950132
6	1162649	0.739845539868013	0.337814943357763
6	1162676	0.739845539868013	0.337814943357763
6	1162800	0.739857490775816	0.33782179952695
6	1163160	0.739754004843106	0.337762431803254
6	1163610	0.737651062987461	0.336556791227348
6	1163632	0.737651062987461	0.336556791227348
6	1164660	0.737146071712341	0.336267493431982
6	1165082	0.737146071712341	0.336267493431982
6	1165164	0.738045036174759	0.336782548347801
6	1166408	0.738045036174759	0.336782548347801
6	1166482	0.738045036174759	0.336782548347801
6	1166762	0.737406731497897	0.33641680876914
6	1166982	0.739067555057437	0.337368720247738
6	1169013	0.724292951126415	0.328932823560344
6	1169052	0.724292951126415	0.328932823560344
6	1169121	0.722904232216037	0.32814363699509
6	1169196	0.722904232216036	0.32814363699509
6	1173263	0.726605427735891	0.330248389498032
6	1174801	0.726605427735891	0.330248389498032
6	1175808	0.726605427735891	0.330248389498032
6	1177126	0.72309458350609	0.328251772652894
6	1182743	0.725577473642113	0.329663367772062
6	1184912	0.724898334856524	0.329277054026727
6	1197039	0.724898334856524	0.329277054026727
6	1202673	0.734241258286863	0.334605043195902
6	1214010	0.65213541228644	0.288771804677587
6	1217125	0.643997147639579	0.284349844916995
6	1218994	0.646503516564656	0.285709378439486
6	1225912	0.585873070510517	0.253396299818516
6	1227408	0.599097983422791	0.260342587765758
6	1227764	0.44113958358454	0.181040815348567
6	1235753	0.480396503014458	0.200008166226142
6	1242156	0.497703204715677	0.208524622870722
6	1243062	0.46775361434357	0.193846630455329
6	1245532	0.46775361434357	0.193846630455329
6	1253071	0.492745512829461	0.206075287783112
7	32597	3.97353697922654	4.14988603612888
7	33460	3.38520212227714	3.14797246784591
7	35758	3.44505155287765	3.24340155207922
7	35914	4.60664088534371	5.3880369566577
7	36007	5.81489995959802	8.21702487070013
7	36057	7.39137031228886	12.8376648606194
7	36067	2.54195036216222	1.95767723330455
7	36120	2.5369676540941	1.95149105680966
7	36282	2.17928228898183	1.53297374874262
7	36352	2.28163994438333	1.6476128057816
7	36625	3.09637040356935	2.70795342434269
7	36628	3.09635234012206	2.70792696518131
7	36631	3.09263217036339	2.70248051235555
7	36646	3.10960169533415	2.72736998983997
7	36652	3.10969022636351	2.72750014556704
7	36658	3.10067037137909	2.7142557346705
7	36949	2.36185077647522	1.7403115328053
7	37405	1.38280837690955	0.778002843222733
7	37406	1.92147729433694	1.26223851625755
7	49049	0.884873784991566	0.424552685829104
7	60420	0.862840380658693	0.410916239730935
7	60601	0.86586914606458	0.412780924929996
7	61650	0.864669556492817	0.412042013696666
