CHROM,Start,End,Crossover_Count
1,282001,287001,0
1,283001,288001,0
1,284001,289001,0
1,285001,290001,0
1,286001,291001,0
1,287001,292001,0
1,288001,293001,0
1,289001,294001,0
1,290001,295001,0
1,291001,296001,0
1,292001,297001,0
1,293001,298001,0
1,294001,299001,0
1,295001,300001,0
1,296001,301001,0
1,297001,302001,0
1,298001,303001,0
1,299001,304001,7
1,300001,305001,7
1,301001,306001,7
1,302001,307001,7
1,303001,308001,7
1,304001,309001,0
1,305001,310001,0
1,306001,311001,0
1,307001,312001,0
1,308001,313001,0
1,309001,314001,0
1,310001,315001,0
1,311001,316001,0
1,312001,317001,0
1,313001,318001,0
1,314001,319001,0
1,315001,320001,0
1,316001,321001,0
1,317001,322001,0
1,318001,323001,0
1,319001,324001,0
1,320001,325001,0
1,321001,326001,0
1,322001,327001,0
1,323001,328001,0
1,324001,329001,0
1,325001,330001,0
1,326001,331001,0
1,327001,332001,0
1,328001,333001,0
1,329001,334001,0
1,330001,335001,0
1,331001,336001,0
1,332001,337001,0
1,333001,338001,0
1,334001,339001,0
1,335001,340001,0
1,336001,341001,0
1,337001,342001,0
1,338001,343001,0
1,339001,344001,0
1,340001,345001,0
1,341001,346001,0
1,342001,347001,0
1,343001,348001,0
1,344001,349001,0
1,345001,350001,0
1,346001,351001,0
1,347001,352001,0
1,348001,353001,0
1,349001,354001,0
1,350001,355001,0
1,351001,356001,0
1,352001,357001,0
1,353001,358001,0
1,354001,359001,0
1,355001,360001,0
1,356001,361001,0
1,357001,362001,0
1,358001,363001,0
1,359001,364001,0
1,360001,365001,0
1,361001,366001,0
1,362001,367001,0
1,363001,368001,0
1,364001,369001,0
1,365001,370001,0
1,366001,371001,0
1,367001,372001,0
1,368001,373001,0
1,369001,374001,0
1,370001,375001,0
1,371001,376001,0
1,372001,377001,0
1,373001,378001,0
1,374001,379001,0
1,375001,380001,0
1,376001,381001,0
1,377001,382001,0
1,378001,383001,0
1,379001,384001,0
1,380001,385001,0
1,381001,386001,0
1,382001,387001,0
1,383001,388001,0
1,384001,389001,0
1,385001,390001,0
1,386001,391001,0
1,387001,392001,0
1,388001,393001,0
1,389001,394001,0
1,390001,395001,0
1,391001,396001,0
1,392001,397001,0
1,393001,398001,0
1,394001,399001,0
1,395001,400001,0
1,396001,401001,0
1,397001,402001,0
1,398001,403001,0
1,399001,404001,0
1,400001,405001,0
1,401001,406001,0
1,402001,407001,0
1,403001,408001,0
1,404001,409001,0
1,405001,410001,0
1,406001,411001,0
1,407001,412001,0
1,408001,413001,0
1,409001,414001,0
1,410001,415001,0
1,411001,416001,0
1,412001,417001,0
1,413001,418001,0
1,414001,419001,0
1,415001,420001,0
1,416001,421001,0
1,417001,422001,0
1,418001,423001,0
1,419001,424001,0
1,420001,425001,0
1,421001,426001,0
1,422001,427001,0
1,423001,428001,0
1,424001,429001,0
1,425001,430001,0
1,426001,431001,0
1,427001,432001,0
1,428001,433001,0
1,429001,434001,0
1,430001,435001,0
1,431001,436001,0
1,432001,437001,0
1,433001,438001,0
1,434001,439001,0
1,435001,440001,0
1,436001,441001,0
1,437001,442001,0
1,438001,443001,0
1,439001,444001,0
1,440001,445001,0
1,441001,446001,0
1,442001,447001,0
1,443001,448001,0
1,444001,449001,0
1,445001,450001,0
1,446001,451001,0
1,447001,452001,0
1,448001,453001,0
1,449001,454001,0
1,450001,455001,0
1,451001,456001,0
1,452001,457001,0
1,453001,458001,0
1,454001,459001,0
1,455001,460001,0
1,456001,461001,0
1,457001,462001,0
1,458001,463001,0
1,459001,464001,0
1,460001,465001,0
1,461001,466001,0
1,462001,467001,0
1,463001,468001,0
1,464001,469001,0
1,465001,470001,0
1,466001,471001,0
1,467001,472001,0
1,468001,473001,0
1,469001,474001,0
1,470001,475001,0
1,471001,476001,0
1,472001,477001,0
1,473001,478001,0
1,474001,479001,0
1,475001,480001,0
1,476001,481001,0
1,477001,482001,0
1,478001,483001,0
1,479001,484001,0
1,480001,485001,0
1,481001,486001,0
1,482001,487001,0
1,483001,488001,0
1,484001,489001,0
1,485001,490001,0
1,486001,491001,0
1,487001,492001,0
1,488001,493001,0
1,489001,494001,0
1,490001,495001,0
1,491001,496001,0
1,492001,497001,0
1,493001,498001,0
1,494001,499001,0
1,495001,500001,0
1,496001,501001,0
1,497001,502001,0
1,498001,503001,0
1,499001,504001,0
1,500001,505001,0
1,501001,506001,0
1,502001,507001,0
1,503001,508001,0
1,504001,509001,0
1,505001,510001,0
1,506001,511001,0
1,507001,512001,0
1,508001,513001,0
1,509001,514001,0
1,510001,515001,0
1,511001,516001,0
1,512001,517001,0
1,513001,518001,0
1,514001,519001,0
1,515001,520001,0
1,516001,521001,0
1,517001,522001,0
1,518001,523001,0
1,519001,524001,0
1,520001,525001,0
1,521001,526001,0
1,522001,527001,0
1,523001,528001,0
1,524001,529001,0
1,525001,530001,0
1,526001,531001,0
1,527001,532001,0
1,528001,533001,0
1,529001,534001,0
1,530001,535001,0
1,531001,536001,0
1,532001,537001,0
1,533001,538001,0
1,534001,539001,0
1,535001,540001,0
1,536001,541001,0
1,537001,542001,0
1,538001,543001,0
1,539001,544001,0
1,540001,545001,0
1,541001,546001,0
1,542001,547001,0
1,543001,548001,0
1,544001,549001,0
1,545001,550001,0
1,546001,551001,0
1,547001,552001,0
1,548001,553001,0
1,549001,554001,0
1,550001,555001,0
1,551001,556001,0
1,552001,557001,0
1,553001,558001,0
1,554001,559001,0
1,555001,560001,0
1,556001,561001,0
1,557001,562001,0
1,558001,563001,0
1,559001,564001,0
1,560001,565001,0
1,561001,566001,0
1,562001,567001,0
1,563001,568001,0
1,564001,569001,0
1,565001,570001,0
1,566001,571001,0
1,567001,572001,0
1,568001,573001,0
1,569001,574001,0
1,570001,575001,0
1,571001,576001,0
1,572001,577001,0
1,573001,578001,0
1,574001,579001,0
1,575001,580001,0
1,576001,581001,0
1,577001,582001,0
1,578001,583001,0
1,579001,584001,0
1,580001,585001,0
1,581001,586001,0
1,582001,587001,0
1,583001,588001,0
1,584001,589001,0
1,585001,590001,0
1,586001,591001,0
1,587001,592001,0
1,588001,593001,0
1,589001,594001,0
1,590001,595001,0
1,591001,596001,0
1,592001,597001,0
1,593001,598001,0
1,594001,599001,0
1,595001,600001,0
1,596001,601001,0
1,597001,602001,0
1,598001,603001,0
1,599001,604001,0
1,600001,605001,0
1,601001,606001,0
1,602001,607001,0
1,603001,608001,0
1,604001,609001,0
1,605001,610001,0
1,606001,611001,0
1,607001,612001,0
1,608001,613001,0
1,609001,614001,0
1,610001,615001,0
1,611001,616001,0
1,612001,617001,0
1,613001,618001,0
1,614001,619001,0
1,615001,620001,0
1,616001,621001,0
1,617001,622001,0
1,618001,623001,0
1,619001,624001,0
1,620001,625001,0
1,621001,626001,0
1,622001,627001,0
1,623001,628001,0
1,624001,629001,0
1,625001,630001,0
1,626001,631001,0
1,627001,632001,0
1,628001,633001,0
1,629001,634001,0
1,630001,635001,0
1,631001,636001,0
1,632001,637001,0
1,633001,638001,0
1,634001,639001,0
1,635001,640001,0
1,636001,641001,0
1,637001,642001,0
1,638001,643001,0
1,639001,644001,0
1,640001,645001,0
1,641001,646001,0
1,642001,647001,0
1,643001,648001,0
1,644001,649001,0
1,645001,650001,0
1,646001,651001,0
1,647001,652001,0
1,648001,653001,0
1,649001,654001,0
1,650001,655001,0
1,651001,656001,0
1,652001,657001,0
1,653001,658001,0
1,654001,659001,0
1,655001,660001,0
1,656001,661001,0
1,657001,662001,0
1,658001,663001,0
1,659001,664001,0
1,660001,665001,0
1,661001,666001,0
1,662001,667001,0
1,663001,668001,0
1,664001,669001,0
1,665001,670001,0
1,666001,671001,0
1,667001,672001,0
1,668001,673001,0
1,669001,674001,0
1,670001,675001,0
1,671001,676001,0
1,672001,677001,0
1,673001,678001,0
1,674001,679001,0
1,675001,680001,0
1,676001,681001,0
1,677001,682001,0
1,678001,683001,0
1,679001,684001,0
1,680001,685001,0
1,681001,686001,0
1,682001,687001,0
1,683001,688001,0
1,684001,689001,0
1,685001,690001,0
1,686001,691001,0
1,687001,692001,0
1,688001,693001,0
1,689001,694001,0
1,690001,695001,0
1,691001,696001,0
1,692001,697001,0
1,693001,698001,0
1,694001,699001,1
1,695001,700001,1
1,696001,701001,1
1,697001,702001,1
1,698001,703001,1
1,699001,704001,0
1,700001,705001,0
1,701001,706001,0
1,702001,707001,0
1,703001,708001,0
1,704001,709001,0
1,705001,710001,0
1,706001,711001,0
1,707001,712001,0
1,708001,713001,0
1,709001,714001,0
1,710001,715001,0
1,711001,716001,0
1,712001,717001,0
1,713001,718001,0
1,714001,719001,0
1,715001,720001,0
1,716001,721001,0
1,717001,722001,0
1,718001,723001,0
1,719001,724001,0
1,720001,725001,0
1,721001,726001,0
1,722001,727001,0
1,723001,728001,0
1,724001,729001,0
1,725001,730001,0
1,726001,731001,0
1,727001,732001,0
1,728001,733001,3
1,729001,734001,3
1,730001,735001,3
1,731001,736001,3
1,732001,737001,3
1,733001,738001,0
1,734001,739001,0
1,735001,740001,0
1,736001,741001,0
1,737001,742001,0
1,738001,743001,0
1,739001,744001,0
1,740001,745001,0
1,741001,746001,0
1,742001,747001,0
1,743001,748001,0
1,744001,749001,0
1,745001,750001,0
1,746001,751001,0
1,747001,752001,0
1,748001,753001,0
1,749001,754001,0
1,750001,755001,0
1,751001,756001,1
1,752001,757001,1
1,753001,758001,1
1,754001,759001,1
1,755001,760001,1
1,756001,761001,0
1,757001,762001,0
1,758001,763001,0
1,759001,764001,0
1,760001,765001,0
1,761001,766001,0
1,762001,767001,0
1,763001,768001,0
1,764001,769001,0
1,765001,770001,0
1,766001,771001,0
1,767001,772001,0
1,768001,773001,0
1,769001,774001,1
1,770001,775001,1
1,771001,776001,1
1,772001,777001,1
1,773001,778001,1
1,774001,779001,0
1,775001,780001,0
1,776001,781001,0
1,777001,782001,0
1,778001,783001,0
1,779001,784001,0
1,780001,785001,0
1,781001,786001,0
1,782001,787001,0
1,783001,788001,0
1,784001,789001,0
1,785001,790001,0
1,786001,791001,0
1,787001,792001,0
1,788001,793001,0
1,789001,794001,0
1,790001,795001,0
1,791001,796001,0
1,792001,797001,0
1,793001,798001,0
1,794001,799001,0
1,795001,800001,0
1,796001,801001,0
1,797001,802001,0
1,798001,803001,0
1,799001,804001,0
1,800001,805001,0
1,801001,806001,0
1,802001,807001,0
1,803001,808001,2
1,804001,809001,2
1,805001,810001,2
1,806001,811001,2
1,807001,812001,2
1,808001,813001,0
1,809001,814001,0
1,810001,815001,0
1,811001,816001,0
1,812001,817001,0
1,813001,818001,0
1,814001,819001,0
1,815001,820001,0
1,816001,821001,0
1,817001,822001,0
1,818001,823001,0
1,819001,824001,0
1,820001,825001,0
1,821001,826001,0
1,822001,827001,0
1,823001,828001,0
1,824001,829001,0
1,825001,830001,0
1,826001,831001,0
1,827001,832001,0
1,828001,833001,0
1,829001,834001,0
1,830001,835001,0
1,831001,836001,0
1,832001,837001,0
1,833001,838001,0
1,834001,839001,0
1,835001,840001,0
1,836001,841001,0
1,837001,842001,0
1,838001,843001,0
1,839001,844001,0
1,840001,845001,2
1,841001,846001,2
1,842001,847001,2
1,843001,848001,2
1,844001,849001,2
1,845001,850001,0
1,846001,851001,0
1,847001,852001,0
1,848001,853001,0
1,849001,854001,0
1,850001,855001,0
1,851001,856001,1
1,852001,857001,1
1,853001,858001,1
1,854001,859001,1
1,855001,860001,1
1,856001,861001,0
1,857001,862001,0
1,858001,863001,0
1,859001,864001,0
1,860001,865001,0
1,861001,866001,0
1,862001,867001,0
1,863001,868001,0
1,864001,869001,0
1,865001,870001,0
1,866001,871001,0
1,867001,872001,0
1,868001,873001,0
1,869001,874001,0
1,870001,875001,0
1,871001,876001,0
1,872001,877001,0
1,873001,878001,0
1,874001,879001,0
1,875001,880001,0
1,876001,880728,0
1,877001,880728,0
1,878001,880728,0
1,879001,880728,0
1,880001,880728,0
2,1,5001,0
2,1001,6001,0
2,2001,7001,0
2,3001,8001,0
2,4001,9001,0
2,5001,10001,0
2,6001,11001,0
2,7001,12001,0
2,8001,13001,0
2,9001,14001,0
2,10001,15001,0
2,11001,16001,0
2,12001,17001,0
2,13001,18001,0
2,14001,19001,0
2,15001,20001,0
2,16001,21001,0
2,17001,22001,0
2,18001,23001,0
2,19001,24001,0
2,20001,25001,0
2,21001,26001,0
2,22001,27001,0
2,23001,28001,0
2,24001,29001,0
2,25001,30001,0
2,26001,31001,0
2,27001,32001,0
2,28001,33001,0
2,29001,34001,0
2,30001,35001,0
2,31001,36001,0
2,32001,37001,0
2,33001,38001,0
2,34001,39001,0
2,35001,40001,0
2,36001,41001,1
2,37001,42001,1
2,38001,43001,1
2,39001,44001,1
2,40001,45001,1
2,41001,46001,0
2,42001,47001,0
2,43001,48001,0
2,44001,49001,0
2,45001,50001,0
2,46001,51001,0
2,47001,52001,0
2,48001,53001,0
2,49001,54001,0
2,50001,55001,0
2,51001,56001,0
2,52001,57001,0
2,53001,58001,0
2,54001,59001,0
2,55001,60001,0
2,56001,61001,0
2,57001,62001,0
2,58001,63001,0
2,59001,64001,0
2,60001,65001,0
2,61001,66001,0
2,62001,67001,0
2,63001,68001,0
2,64001,69001,0
2,65001,70001,0
2,66001,71001,0
2,67001,72001,0
2,68001,73001,0
2,69001,74001,0
2,70001,75001,0
2,71001,76001,0
2,72001,77001,0
2,73001,78001,0
2,74001,79001,0
2,75001,80001,0
2,76001,81001,0
2,77001,82001,0
2,78001,83001,0
2,79001,84001,0
2,80001,85001,0
2,81001,86001,0
2,82001,87001,0
2,83001,88001,0
2,84001,89001,0
2,85001,90001,0
2,86001,91001,0
2,87001,92001,0
2,88001,93001,0
2,89001,94001,0
2,90001,95001,0
2,91001,96001,0
2,92001,97001,0
2,93001,98001,0
2,94001,99001,2
2,95001,100001,2
2,96001,101001,2
2,97001,102001,2
2,98001,103001,2
2,99001,104001,0
2,100001,105001,0
2,101001,106001,0
2,102001,107001,0
2,103001,108001,0
2,104001,109001,0
2,105001,110001,0
2,106001,111001,0
2,107001,112001,1
2,108001,113001,1
2,109001,114001,1
2,110001,115001,1
2,111001,116001,1
2,112001,117001,0
2,113001,118001,0
2,114001,119001,0
2,115001,120001,0
2,116001,121001,0
2,117001,122001,0
2,118001,123001,0
2,119001,124001,0
2,120001,125001,0
2,121001,126001,0
2,122001,127001,0
2,123001,128001,0
2,124001,129001,0
2,125001,130001,0
2,126001,131001,0
2,127001,132001,0
2,128001,133001,0
2,129001,134001,0
2,130001,135001,0
2,131001,136001,0
2,132001,137001,0
2,133001,138001,0
2,134001,139001,0
2,135001,140001,0
2,136001,141001,0
2,137001,142001,0
2,138001,143001,0
2,139001,144001,0
2,140001,145001,0
2,141001,146001,0
2,142001,147001,0
2,143001,148001,0
2,144001,149001,0
2,145001,150001,0
2,146001,151001,0
2,147001,152001,0
2,148001,153001,0
2,149001,154001,0
2,150001,155001,0
2,151001,156001,0
2,152001,157001,0
2,153001,158001,0
2,154001,159001,0
2,155001,160001,1
2,156001,161001,1
2,157001,162001,1
2,158001,163001,1
2,159001,164001,2
2,160001,165001,1
2,161001,166001,1
2,162001,167001,1
2,163001,168001,1
2,164001,169001,0
2,165001,170001,0
2,166001,171001,0
2,167001,172001,0
2,168001,173001,0
2,169001,174001,1
2,170001,175001,1
2,171001,176001,1
2,172001,177001,1
2,173001,178001,1
2,174001,179001,0
2,175001,180001,0
2,176001,181001,0
2,177001,182001,1
2,178001,183001,1
2,179001,184001,1
2,180001,185001,1
2,181001,186001,1
2,182001,187001,0
2,183001,188001,0
2,184001,189001,0
2,185001,190001,0
2,186001,191001,0
2,187001,192001,0
2,188001,193001,0
2,189001,194001,0
2,190001,195001,0
2,191001,196001,0
2,192001,197001,0
2,193001,198001,0
2,194001,199001,0
2,195001,200001,0
2,196001,201001,0
2,197001,202001,0
2,198001,203001,0
2,199001,204001,0
2,200001,205001,0
2,201001,206001,0
2,202001,207001,0
2,203001,208001,0
2,204001,209001,0
2,205001,210001,0
2,206001,211001,0
2,207001,212001,0
2,208001,213001,0
2,209001,214001,0
2,210001,215001,0
2,211001,216001,0
2,212001,217001,0
2,213001,218001,0
2,214001,219001,0
2,215001,220001,0
2,216001,221001,0
2,217001,222001,0
2,218001,223001,0
2,219001,224001,0
2,220001,225001,0
2,221001,226001,0
2,222001,227001,0
2,223001,228001,0
2,224001,229001,0
2,225001,230001,0
2,226001,231001,0
2,227001,232001,0
2,228001,233001,0
2,229001,234001,0
2,230001,235001,0
2,231001,236001,0
2,232001,237001,0
2,233001,238001,0
2,234001,239001,0
2,235001,240001,0
2,236001,241001,0
2,237001,242001,0
2,238001,243001,0
2,239001,244001,0
2,240001,245001,0
2,241001,246001,0
2,242001,247001,0
2,243001,248001,0
2,244001,249001,0
2,245001,250001,0
2,246001,251001,0
2,247001,252001,0
2,248001,253001,0
2,249001,254001,0
2,250001,255001,0
2,251001,256001,0
2,252001,257001,0
2,253001,258001,0
2,254001,259001,0
2,255001,260001,0
2,256001,261001,0
2,257001,262001,0
2,258001,263001,0
2,259001,264001,0
2,260001,265001,0
2,261001,266001,0
2,262001,267001,0
2,263001,268001,0
2,264001,269001,0
2,265001,270001,0
2,266001,271001,0
2,267001,272001,0
2,268001,273001,0
2,269001,274001,0
2,270001,275001,0
2,271001,276001,0
2,272001,277001,0
2,273001,278001,0
2,274001,279001,0
2,275001,280001,0
2,276001,281001,0
2,277001,282001,0
2,278001,283001,0
2,279001,284001,0
2,280001,285001,0
2,281001,286001,0
2,282001,287001,0
2,283001,288001,0
2,284001,289001,0
2,285001,290001,0
2,286001,291001,0
2,287001,292001,0
2,288001,293001,0
2,289001,294001,0
2,290001,295001,0
2,291001,296001,0
2,292001,297001,0
2,293001,298001,0
2,294001,299001,0
2,295001,300001,0
2,296001,301001,0
2,297001,302001,0
2,298001,303001,0
2,299001,304001,0
2,300001,305001,0
2,301001,306001,0
2,302001,307001,0
2,303001,308001,0
2,304001,309001,0
2,305001,310001,0
2,306001,311001,0
2,307001,312001,0
2,308001,313001,0
2,309001,314001,0
2,310001,315001,0
2,311001,316001,0
2,312001,317001,0
2,313001,318001,0
2,314001,319001,0
2,315001,320001,0
2,316001,321001,0
2,317001,322001,0
2,318001,323001,0
2,319001,324001,0
2,320001,325001,0
2,321001,326001,0
2,322001,327001,0
2,323001,328001,0
2,324001,329001,0
2,325001,330001,0
2,326001,331001,0
2,327001,332001,0
2,328001,333001,0
2,329001,334001,0
2,330001,335001,0
2,331001,336001,0
2,332001,337001,0
2,333001,338001,0
2,334001,339001,0
2,335001,340001,0
2,336001,341001,0
2,337001,342001,0
2,338001,343001,0
2,339001,344001,0
2,340001,345001,0
2,341001,346001,0
2,342001,347001,0
2,343001,348001,0
2,344001,349001,0
2,345001,350001,0
2,346001,351001,0
2,347001,352001,0
2,348001,353001,0
2,349001,354001,0
2,350001,355001,0
2,351001,356001,0
2,352001,357001,0
2,353001,358001,0
2,354001,359001,0
2,355001,360001,0
2,356001,361001,0
2,357001,362001,0
2,358001,363001,0
2,359001,364001,0
2,360001,365001,0
2,361001,366001,0
2,362001,367001,0
2,363001,368001,0
2,364001,369001,0
2,365001,370001,0
2,366001,371001,0
2,367001,372001,0
2,368001,373001,0
2,369001,374001,0
2,370001,375001,0
2,371001,376001,0
2,372001,377001,0
2,373001,378001,0
2,374001,379001,0
2,375001,380001,0
2,376001,381001,0
2,377001,382001,0
2,378001,383001,0
2,379001,384001,0
2,380001,385001,0
2,381001,386001,0
2,382001,387001,0
2,383001,388001,0
2,384001,389001,0
2,385001,390001,0
2,386001,391001,0
2,387001,392001,0
2,388001,393001,0
2,389001,394001,0
2,390001,395001,0
2,391001,396001,0
2,392001,397001,0
2,393001,398001,0
2,394001,399001,0
2,395001,400001,0
2,396001,401001,0
2,397001,402001,0
2,398001,403001,0
2,399001,404001,0
2,400001,405001,0
2,401001,406001,0
2,402001,407001,0
2,403001,408001,0
2,404001,409001,0
2,405001,410001,0
2,406001,411001,0
2,407001,412001,0
2,408001,413001,0
2,409001,414001,0
2,410001,415001,0
2,411001,416001,0
2,412001,417001,0
2,413001,418001,0
2,414001,419001,0
2,415001,420001,0
2,416001,421001,0
2,417001,422001,0
2,418001,423001,0
2,419001,424001,0
2,420001,425001,0
2,421001,426001,0
2,422001,427001,0
2,423001,428001,0
2,424001,429001,0
2,425001,430001,0
2,426001,431001,0
2,427001,432001,0
2,428001,433001,0
2,429001,434001,0
2,430001,435001,0
2,431001,436001,0
2,432001,437001,0
2,433001,438001,0
2,434001,439001,0
2,435001,440001,0
2,436001,441001,0
2,437001,442001,0
2,438001,443001,0
2,439001,444001,0
2,440001,445001,0
2,441001,446001,0
2,442001,447001,0
2,443001,448001,0
2,444001,449001,0
2,445001,450001,0
2,446001,451001,0
2,447001,452001,0
2,448001,453001,0
2,449001,454001,0
2,450001,455001,0
2,451001,456001,0
2,452001,457001,0
2,453001,458001,0
2,454001,459001,0
2,455001,460001,0
2,456001,461001,0
2,457001,462001,0
2,458001,463001,0
2,459001,464001,0
2,460001,465001,0
2,461001,466001,0
2,462001,467001,0
2,463001,468001,0
2,464001,469001,0
2,465001,470001,0
2,466001,471001,0
2,467001,472001,0
2,468001,473001,0
2,469001,474001,0
2,470001,475001,0
2,471001,476001,0
2,472001,477001,0
2,473001,478001,0
2,474001,479001,0
2,475001,480001,0
2,476001,481001,0
2,477001,482001,0
2,478001,483001,0
2,479001,484001,0
2,480001,485001,0
2,481001,486001,0
2,482001,487001,0
2,483001,488001,0
2,484001,489001,0
2,485001,490001,0
2,486001,491001,0
2,487001,492001,0
2,488001,493001,0
2,489001,494001,0
2,490001,495001,0
2,491001,496001,0
2,492001,497001,0
2,493001,498001,0
2,494001,499001,0
2,495001,500001,0
2,496001,501001,0
2,497001,502001,0
2,498001,503001,0
2,499001,504001,0
2,500001,505001,0
2,501001,506001,0
2,502001,507001,0
2,503001,508001,0
2,504001,509001,0
2,505001,510001,0
2,506001,511001,0
2,507001,512001,0
2,508001,513001,0
2,509001,514001,0
2,510001,515001,0
2,511001,516001,0
2,512001,517001,0
2,513001,518001,0
2,514001,519001,0
